id,Provider.ID,Hospital.Name,Location,Measure.Response.OP_17,Measure.Response.SM_PART_NURSE,Measure.Response.OP_25,Measure.Response.SM_PART_STROKE,Measure.Response.SM_PART_CARD,Measure.Response.OP_12,Measure.Response.SM_PART_GEN_SURG,Measure.Response.ACS_REGISTRY,DRG.Definition,Provider.Name,Provider.Street.Address,Provider.City,Provider.State,Provider.Zip.Code,Hospital.Referral.Region.Description,Total.Discharges,Average.Covered.Charges,Average.Total.Payments,Average.Medicare.Payments
1219,110031,SPALDING REGIONAL HOSPITAL,"601 SOUTH 8TH STREET
GRIFFIN, GA 30223
(33.25799294600006, -84.26522811499996)",Yes,Y,Yes,Y,Does not have a Cardiac Surgery Program,Yes,N,NA,253 - OTHER VASCULAR PROCEDURES W CC,SPALDING REGIONAL MEDICAL CENTER,601 SOUTH 8TH STREET,GRIFFIN,GA,30223,GA - Atlanta,11,"$77,884.00 ","$14,625.36 ","$13,807.90 "
1220,110031,SPALDING REGIONAL HOSPITAL,"601 SOUTH 8TH STREET
GRIFFIN, GA 30223
(33.25799294600006, -84.26522811499996)",Yes,Y,Yes,Y,Does not have a Cardiac Surgery Program,Yes,N,NA,254 - OTHER VASCULAR PROCEDURES W/O CC/MCC,SPALDING REGIONAL MEDICAL CENTER,601 SOUTH 8TH STREET,GRIFFIN,GA,30223,GA - Atlanta,21,"$45,880.52 ","$10,015.14 ","$8,961.76 "
1234,110031,SPALDING REGIONAL HOSPITAL,"601 SOUTH 8TH STREET
GRIFFIN, GA 30223
(33.25799294600006, -84.26522811499996)",Yes,Y,Yes,Y,Does not have a Cardiac Surgery Program,Yes,N,NA,329 - MAJOR SMALL & LARGE BOWEL PROCEDURES W MCC,SPALDING REGIONAL MEDICAL CENTER,601 SOUTH 8TH STREET,GRIFFIN,GA,30223,GA - Atlanta,16,"$187,833.68 ","$32,443.50 ","$31,741.93 "
1255,110031,SPALDING REGIONAL HOSPITAL,"601 SOUTH 8TH STREET
GRIFFIN, GA 30223
(33.25799294600006, -84.26522811499996)",Yes,Y,Yes,Y,Does not have a Cardiac Surgery Program,Yes,N,NA,252 - OTHER VASCULAR PROCEDURES W MCC,SPALDING REGIONAL MEDICAL CENTER,601 SOUTH 8TH STREET,GRIFFIN,GA,30223,GA - Atlanta,21,"$89,097.09 ","$18,707.90 ","$18,016.28 "
1256,110031,SPALDING REGIONAL HOSPITAL,"601 SOUTH 8TH STREET
GRIFFIN, GA 30223
(33.25799294600006, -84.26522811499996)",Yes,Y,Yes,Y,Does not have a Cardiac Surgery Program,Yes,N,NA,418 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W CC,SPALDING REGIONAL MEDICAL CENTER,601 SOUTH 8TH STREET,GRIFFIN,GA,30223,GA - Atlanta,16,"$58,113.87 ","$10,659.00 ","$9,745.25 "
1262,110031,SPALDING REGIONAL HOSPITAL,"601 SOUTH 8TH STREET
GRIFFIN, GA 30223
(33.25799294600006, -84.26522811499996)",Yes,Y,Yes,Y,Does not have a Cardiac Surgery Program,Yes,N,NA,244 - PERMANENT CARDIAC PACEMAKER IMPLANT W/O CC/MCC,SPALDING REGIONAL MEDICAL CENTER,601 SOUTH 8TH STREET,GRIFFIN,GA,30223,GA - Atlanta,12,"$51,936.00 ","$13,889.66 ","$10,880.58 "
1307,110034,MEDICAL COLLEGE OF GA HOSPITALS AND CLINICS,"1120 15TH STREET
AUGUSTA, GA 30912
(33.471092689000045, -81.99137550899997)",Yes,N,Yes,Y,Y,Yes,N,NA,246 - PERC CARDIOVASC PROC W DRUG-ELUTING STENT W MCC OR 4+ VESSELS/STENTS,MEDICAL COLLEGE OF GA HOSPITALS AND CLINICS,1120 15TH STREET,AUGUSTA,GA,30912,GA - Augusta,13,"$120,089.38 ","$36,911.38 ","$32,688.61 "
1317,110034,MEDICAL COLLEGE OF GA HOSPITALS AND CLINICS,"1120 15TH STREET
AUGUSTA, GA 30912
(33.471092689000045, -81.99137550899997)",Yes,N,Yes,Y,Y,Yes,N,NA,238 - MAJOR CARDIOVASC PROCEDURES W/O MCC,MEDICAL COLLEGE OF GA HOSPITALS AND CLINICS,1120 15TH STREET,AUGUSTA,GA,30912,GA - Augusta,11,"$76,556.72 ","$28,597.09 ","$25,113.90 "
1319,110034,MEDICAL COLLEGE OF GA HOSPITALS AND CLINICS,"1120 15TH STREET
AUGUSTA, GA 30912
(33.471092689000045, -81.99137550899997)",Yes,N,Yes,Y,Y,Yes,N,NA,244 - PERMANENT CARDIAC PACEMAKER IMPLANT W/O CC/MCC,MEDICAL COLLEGE OF GA HOSPITALS AND CLINICS,1120 15TH STREET,AUGUSTA,GA,30912,GA - Augusta,12,"$81,281.16 ","$22,507.08 ","$21,666.08 "
1320,110034,MEDICAL COLLEGE OF GA HOSPITALS AND CLINICS,"1120 15TH STREET
AUGUSTA, GA 30912
(33.471092689000045, -81.99137550899997)",Yes,N,Yes,Y,Y,Yes,N,NA,251 - PERC CARDIOVASC PROC W/O CORONARY ARTERY STENT W/O MCC,MEDICAL COLLEGE OF GA HOSPITALS AND CLINICS,1120 15TH STREET,AUGUSTA,GA,30912,GA - Augusta,40,"$72,508.37 ","$24,690.50 ","$15,764.12 "
1332,110034,MEDICAL COLLEGE OF GA HOSPITALS AND CLINICS,"1120 15TH STREET
AUGUSTA, GA 30912
(33.471092689000045, -81.99137550899997)",Yes,N,Yes,Y,Y,Yes,N,NA,329 - MAJOR SMALL & LARGE BOWEL PROCEDURES W MCC,MEDICAL COLLEGE OF GA HOSPITALS AND CLINICS,1120 15TH STREET,AUGUSTA,GA,30912,GA - Augusta,18,"$116,148.55 ","$55,147.50 ","$42,831.00 "
1339,110034,MEDICAL COLLEGE OF GA HOSPITALS AND CLINICS,"1120 15TH STREET
AUGUSTA, GA 30912
(33.471092689000045, -81.99137550899997)",Yes,N,Yes,Y,Y,Yes,N,NA,252 - OTHER VASCULAR PROCEDURES W MCC,MEDICAL COLLEGE OF GA HOSPITALS AND CLINICS,1120 15TH STREET,AUGUSTA,GA,30912,GA - Augusta,23,"$76,341.34 ","$29,511.21 ","$27,482.43 "
1342,110034,MEDICAL COLLEGE OF GA HOSPITALS AND CLINICS,"1120 15TH STREET
AUGUSTA, GA 30912
(33.471092689000045, -81.99137550899997)",Yes,N,Yes,Y,Y,Yes,N,NA,247 - PERC CARDIOVASC PROC W DRUG-ELUTING STENT W/O MCC,MEDICAL COLLEGE OF GA HOSPITALS AND CLINICS,1120 15TH STREET,AUGUSTA,GA,30912,GA - Augusta,27,"$65,653.22 ","$19,239.11 ","$16,874.59 "
1358,110034,MEDICAL COLLEGE OF GA HOSPITALS AND CLINICS,"1120 15TH STREET
AUGUSTA, GA 30912
(33.471092689000045, -81.99137550899997)",Yes,N,Yes,Y,Y,Yes,N,NA,330 - MAJOR SMALL & LARGE BOWEL PROCEDURES W CC,MEDICAL COLLEGE OF GA HOSPITALS AND CLINICS,1120 15TH STREET,AUGUSTA,GA,30912,GA - Augusta,16,"$66,753.87 ","$26,677.62 ","$22,367.75 "
1365,110034,MEDICAL COLLEGE OF GA HOSPITALS AND CLINICS,"1120 15TH STREET
AUGUSTA, GA 30912
(33.471092689000045, -81.99137550899997)",Yes,N,Yes,Y,Y,Yes,N,NA,254 - OTHER VASCULAR PROCEDURES W/O CC/MCC,MEDICAL COLLEGE OF GA HOSPITALS AND CLINICS,1120 15TH STREET,AUGUSTA,GA,30912,GA - Augusta,17,"$42,653.11 ","$19,660.17 ","$12,460.64 "
1371,110034,MEDICAL COLLEGE OF GA HOSPITALS AND CLINICS,"1120 15TH STREET
AUGUSTA, GA 30912
(33.471092689000045, -81.99137550899997)",Yes,N,Yes,Y,Y,Yes,N,NA,243 - PERMANENT CARDIAC PACEMAKER IMPLANT W CC,MEDICAL COLLEGE OF GA HOSPITALS AND CLINICS,1120 15TH STREET,AUGUSTA,GA,30912,GA - Augusta,11,"$106,686.90 ","$30,387.36 ","$29,672.72 "
1378,110035,WELLSTAR KENNESTONE HOSPITAL,"677 CHURCH STREET
MARIETTA, GA 30060
(33.96796328900007, -84.55019271899994)",Yes,Y,Yes,Y,Y,Yes,Y,Y,246 - PERC CARDIOVASC PROC W DRUG-ELUTING STENT W MCC OR 4+ VESSELS/STENTS,WELLSTAR KENNESTONE HOSPITAL,677 CHURCH STREET,MARIETTA,GA,30060,GA - Atlanta,43,"$71,997.37 ","$19,652.04 ","$17,232.06 "
1384,110035,WELLSTAR KENNESTONE HOSPITAL,"677 CHURCH STREET
MARIETTA, GA 30060
(33.96796328900007, -84.55019271899994)",Yes,Y,Yes,Y,Y,Yes,Y,Y,329 - MAJOR SMALL & LARGE BOWEL PROCEDURES W MCC,WELLSTAR KENNESTONE HOSPITAL,677 CHURCH STREET,MARIETTA,GA,30060,GA - Atlanta,67,"$116,049.92 ","$32,695.94 ","$31,354.88 "
1395,110035,WELLSTAR KENNESTONE HOSPITAL,"677 CHURCH STREET
MARIETTA, GA 30060
(33.96796328900007, -84.55019271899994)",Yes,Y,Yes,Y,Y,Yes,Y,Y,419 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W/O CC/MCC,WELLSTAR KENNESTONE HOSPITAL,677 CHURCH STREET,MARIETTA,GA,30060,GA - Atlanta,29,"$28,689.86 ","$7,413.31 ","$5,115.31 "
1396,110035,WELLSTAR KENNESTONE HOSPITAL,"677 CHURCH STREET
MARIETTA, GA 30060
(33.96796328900007, -84.55019271899994)",Yes,Y,Yes,Y,Y,Yes,Y,Y,243 - PERMANENT CARDIAC PACEMAKER IMPLANT W CC,WELLSTAR KENNESTONE HOSPITAL,677 CHURCH STREET,MARIETTA,GA,30060,GA - Atlanta,48,"$60,222.95 ","$15,451.14 ","$14,220.95 "
1398,110035,WELLSTAR KENNESTONE HOSPITAL,"677 CHURCH STREET
MARIETTA, GA 30060
(33.96796328900007, -84.55019271899994)",Yes,Y,Yes,Y,Y,Yes,Y,Y,251 - PERC CARDIOVASC PROC W/O CORONARY ARTERY STENT W/O MCC,WELLSTAR KENNESTONE HOSPITAL,677 CHURCH STREET,MARIETTA,GA,30060,GA - Atlanta,34,"$50,321.52 ","$10,680.52 ","$8,803.02 "
1404,110035,WELLSTAR KENNESTONE HOSPITAL,"677 CHURCH STREET
MARIETTA, GA 30060
(33.96796328900007, -84.55019271899994)",Yes,Y,Yes,Y,Y,Yes,Y,Y,238 - MAJOR CARDIOVASC PROCEDURES W/O MCC,WELLSTAR KENNESTONE HOSPITAL,677 CHURCH STREET,MARIETTA,GA,30060,GA - Atlanta,41,"$71,739.58 ","$19,598.70 ","$16,130.73 "
1409,110035,WELLSTAR KENNESTONE HOSPITAL,"677 CHURCH STREET
MARIETTA, GA 30060
(33.96796328900007, -84.55019271899994)",Yes,Y,Yes,Y,Y,Yes,Y,Y,249 - PERC CARDIOVASC PROC W NON-DRUG-ELUTING STENT W/O MCC,WELLSTAR KENNESTONE HOSPITAL,677 CHURCH STREET,MARIETTA,GA,30060,GA - Atlanta,49,"$52,992.12 ","$10,975.97 ","$8,884.28 "
1432,110035,WELLSTAR KENNESTONE HOSPITAL,"677 CHURCH STREET
MARIETTA, GA 30060
(33.96796328900007, -84.55019271899994)",Yes,Y,Yes,Y,Y,Yes,Y,Y,252 - OTHER VASCULAR PROCEDURES W MCC,WELLSTAR KENNESTONE HOSPITAL,677 CHURCH STREET,MARIETTA,GA,30060,GA - Atlanta,54,"$94,984.75 ","$32,577.48 ","$19,075.38 "
1441,110035,WELLSTAR KENNESTONE HOSPITAL,"677 CHURCH STREET
MARIETTA, GA 30060
(33.96796328900007, -84.55019271899994)",Yes,Y,Yes,Y,Y,Yes,Y,Y,244 - PERMANENT CARDIAC PACEMAKER IMPLANT W/O CC/MCC,WELLSTAR KENNESTONE HOSPITAL,677 CHURCH STREET,MARIETTA,GA,30060,GA - Atlanta,73,"$42,640.76 ","$12,270.87 ","$10,432.31 "
1443,110035,WELLSTAR KENNESTONE HOSPITAL,"677 CHURCH STREET
MARIETTA, GA 30060
(33.96796328900007, -84.55019271899994)",Yes,Y,Yes,Y,Y,Yes,Y,Y,253 - OTHER VASCULAR PROCEDURES W CC,WELLSTAR KENNESTONE HOSPITAL,677 CHURCH STREET,MARIETTA,GA,30060,GA - Atlanta,37,"$50,778.16 ","$14,010.10 ","$12,482.16 "
1447,110035,WELLSTAR KENNESTONE HOSPITAL,"677 CHURCH STREET
MARIETTA, GA 30060
(33.96796328900007, -84.55019271899994)",Yes,Y,Yes,Y,Y,Yes,Y,Y,330 - MAJOR SMALL & LARGE BOWEL PROCEDURES W CC,WELLSTAR KENNESTONE HOSPITAL,677 CHURCH STREET,MARIETTA,GA,30060,GA - Atlanta,39,"$44,041.07 ","$15,826.30 ","$12,869.07 "
1451,110035,WELLSTAR KENNESTONE HOSPITAL,"677 CHURCH STREET
MARIETTA, GA 30060
(33.96796328900007, -84.55019271899994)",Yes,Y,Yes,Y,Y,Yes,Y,Y,247 - PERC CARDIOVASC PROC W DRUG-ELUTING STENT W/O MCC,WELLSTAR KENNESTONE HOSPITAL,677 CHURCH STREET,MARIETTA,GA,30060,GA - Atlanta,128,"$56,473.39 ","$12,950.52 ","$9,807.17 "
1462,110035,WELLSTAR KENNESTONE HOSPITAL,"677 CHURCH STREET
MARIETTA, GA 30060
(33.96796328900007, -84.55019271899994)",Yes,Y,Yes,Y,Y,Yes,Y,Y,254 - OTHER VASCULAR PROCEDURES W/O CC/MCC,WELLSTAR KENNESTONE HOSPITAL,677 CHURCH STREET,MARIETTA,GA,30060,GA - Atlanta,26,"$35,054.65 ","$9,636.19 ","$8,143.03 "
1467,110035,WELLSTAR KENNESTONE HOSPITAL,"677 CHURCH STREET
MARIETTA, GA 30060
(33.96796328900007, -84.55019271899994)",Yes,Y,Yes,Y,Y,Yes,Y,Y,418 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W CC,WELLSTAR KENNESTONE HOSPITAL,677 CHURCH STREET,MARIETTA,GA,30060,GA - Atlanta,21,"$41,159.23 ","$9,862.42 ","$8,845.85 "
1479,110036,"MEMORIAL HEALTH UNIV MED CEN, INC","4700 WATERS AVENUE
SAVANNAH, GA 31403
(32.03212606000005, -81.09164333999996)",Yes,N,Yes,Y,Y,Yes,Y,Y,246 - PERC CARDIOVASC PROC W DRUG-ELUTING STENT W MCC OR 4+ VESSELS/STENTS,"MEMORIAL HEALTH UNIV MED CEN, INC",4700 WATERS AVENUE,SAVANNAH,GA,31403,GA - Savannah,17,"$89,551.52 ","$22,873.58 ","$22,011.64 "
1482,110036,"MEMORIAL HEALTH UNIV MED CEN, INC","4700 WATERS AVENUE
SAVANNAH, GA 31403
(32.03212606000005, -81.09164333999996)",Yes,N,Yes,Y,Y,Yes,Y,Y,329 - MAJOR SMALL & LARGE BOWEL PROCEDURES W MCC,"MEMORIAL HEALTH UNIV MED CEN, INC",4700 WATERS AVENUE,SAVANNAH,GA,31403,GA - Savannah,35,"$147,294.91 ","$38,372.02 ","$37,474.65 "
1494,110036,"MEMORIAL HEALTH UNIV MED CEN, INC","4700 WATERS AVENUE
SAVANNAH, GA 31403
(32.03212606000005, -81.09164333999996)",Yes,N,Yes,Y,Y,Yes,Y,Y,419 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W/O CC/MCC,"MEMORIAL HEALTH UNIV MED CEN, INC",4700 WATERS AVENUE,SAVANNAH,GA,31403,GA - Savannah,13,"$33,522.69 ","$8,362.69 ","$6,737.69 "
1495,110036,"MEMORIAL HEALTH UNIV MED CEN, INC","4700 WATERS AVENUE
SAVANNAH, GA 31403
(32.03212606000005, -81.09164333999996)",Yes,N,Yes,Y,Y,Yes,Y,Y,243 - PERMANENT CARDIAC PACEMAKER IMPLANT W CC,"MEMORIAL HEALTH UNIV MED CEN, INC",4700 WATERS AVENUE,SAVANNAH,GA,31403,GA - Savannah,20,"$79,891.85 ","$18,862.65 ","$16,920.15 "
1502,110036,"MEMORIAL HEALTH UNIV MED CEN, INC","4700 WATERS AVENUE
SAVANNAH, GA 31403
(32.03212606000005, -81.09164333999996)",Yes,N,Yes,Y,Y,Yes,Y,Y,238 - MAJOR CARDIOVASC PROCEDURES W/O MCC,"MEMORIAL HEALTH UNIV MED CEN, INC",4700 WATERS AVENUE,SAVANNAH,GA,31403,GA - Savannah,77,"$101,091.67 ","$22,559.06 ","$20,984.92 "
1508,110036,"MEMORIAL HEALTH UNIV MED CEN, INC","4700 WATERS AVENUE
SAVANNAH, GA 31403
(32.03212606000005, -81.09164333999996)",Yes,N,Yes,Y,Y,Yes,Y,Y,251 - PERC CARDIOVASC PROC W/O CORONARY ARTERY STENT W/O MCC,"MEMORIAL HEALTH UNIV MED CEN, INC",4700 WATERS AVENUE,SAVANNAH,GA,31403,GA - Savannah,19,"$62,746.42 ","$13,460.89 ","$10,932.68 "
1517,110036,"MEMORIAL HEALTH UNIV MED CEN, INC","4700 WATERS AVENUE
SAVANNAH, GA 31403
(32.03212606000005, -81.09164333999996)",Yes,N,Yes,Y,Y,Yes,Y,Y,253 - OTHER VASCULAR PROCEDURES W CC,"MEMORIAL HEALTH UNIV MED CEN, INC",4700 WATERS AVENUE,SAVANNAH,GA,31403,GA - Savannah,63,"$73,200.77 ","$17,185.53 ","$16,092.71 "
1522,110036,"MEMORIAL HEALTH UNIV MED CEN, INC","4700 WATERS AVENUE
SAVANNAH, GA 31403
(32.03212606000005, -81.09164333999996)",Yes,N,Yes,Y,Y,Yes,Y,Y,254 - OTHER VASCULAR PROCEDURES W/O CC/MCC,"MEMORIAL HEALTH UNIV MED CEN, INC",4700 WATERS AVENUE,SAVANNAH,GA,31403,GA - Savannah,43,"$51,735.81 ","$12,170.90 ","$9,912.93 "
1545,110036,"MEMORIAL HEALTH UNIV MED CEN, INC","4700 WATERS AVENUE
SAVANNAH, GA 31403
(32.03212606000005, -81.09164333999996)",Yes,N,Yes,Y,Y,Yes,Y,Y,252 - OTHER VASCULAR PROCEDURES W MCC,"MEMORIAL HEALTH UNIV MED CEN, INC",4700 WATERS AVENUE,SAVANNAH,GA,31403,GA - Savannah,58,"$89,378.12 ","$22,394.29 ","$21,795.75 "
1547,110036,"MEMORIAL HEALTH UNIV MED CEN, INC","4700 WATERS AVENUE
SAVANNAH, GA 31403
(32.03212606000005, -81.09164333999996)",Yes,N,Yes,Y,Y,Yes,Y,Y,330 - MAJOR SMALL & LARGE BOWEL PROCEDURES W CC,"MEMORIAL HEALTH UNIV MED CEN, INC",4700 WATERS AVENUE,SAVANNAH,GA,31403,GA - Savannah,65,"$71,893.40 ","$18,428.20 ","$16,449.12 "
1549,110036,"MEMORIAL HEALTH UNIV MED CEN, INC","4700 WATERS AVENUE
SAVANNAH, GA 31403
(32.03212606000005, -81.09164333999996)",Yes,N,Yes,Y,Y,Yes,Y,Y,249 - PERC CARDIOVASC PROC W NON-DRUG-ELUTING STENT W/O MCC,"MEMORIAL HEALTH UNIV MED CEN, INC",4700 WATERS AVENUE,SAVANNAH,GA,31403,GA - Savannah,32,"$43,843.18 ","$12,443.09 ","$10,536.34 "
1557,110036,"MEMORIAL HEALTH UNIV MED CEN, INC","4700 WATERS AVENUE
SAVANNAH, GA 31403
(32.03212606000005, -81.09164333999996)",Yes,N,Yes,Y,Y,Yes,Y,Y,247 - PERC CARDIOVASC PROC W DRUG-ELUTING STENT W/O MCC,"MEMORIAL HEALTH UNIV MED CEN, INC",4700 WATERS AVENUE,SAVANNAH,GA,31403,GA - Savannah,74,"$49,278.97 ","$13,775.48 ","$11,929.77 "
1558,110036,"MEMORIAL HEALTH UNIV MED CEN, INC","4700 WATERS AVENUE
SAVANNAH, GA 31403
(32.03212606000005, -81.09164333999996)",Yes,N,Yes,Y,Y,Yes,Y,Y,418 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W CC,"MEMORIAL HEALTH UNIV MED CEN, INC",4700 WATERS AVENUE,SAVANNAH,GA,31403,GA - Savannah,23,"$46,902.39 ","$12,169.65 ","$10,058.86 "
1580,110038,JOHN D ARCHBOLD MEMORIAL HOSPITAL,"915 GORDON AVENUE &amp; MIMOSA DRIVE
THOMASVILLE, GA 31792
(30.827433580000047, -83.98883586199997)",Yes,N,Yes,N,Does not have a Cardiac Surgery Program,Yes,N,NA,238 - MAJOR CARDIOVASC PROCEDURES W/O MCC,JOHN D ARCHBOLD MEMORIAL HOSPITAL,915 GORDON AVENUE & MIMOSA DRIVE,THOMASVILLE,GA,31792,FL - Tallahassee,28,"$71,775.89 ","$18,050.89 ","$17,048.14 "
1592,110038,JOHN D ARCHBOLD MEMORIAL HOSPITAL,"915 GORDON AVENUE &amp; MIMOSA DRIVE
THOMASVILLE, GA 31792
(30.827433580000047, -83.98883586199997)",Yes,N,Yes,N,Does not have a Cardiac Surgery Program,Yes,N,NA,329 - MAJOR SMALL & LARGE BOWEL PROCEDURES W MCC,JOHN D ARCHBOLD MEMORIAL HOSPITAL,915 GORDON AVENUE & MIMOSA DRIVE,THOMASVILLE,GA,31792,FL - Tallahassee,15,"$129,623.33 ","$40,436.00 ","$37,270.73 "
1594,110038,JOHN D ARCHBOLD MEMORIAL HOSPITAL,"915 GORDON AVENUE &amp; MIMOSA DRIVE
THOMASVILLE, GA 31792
(30.827433580000047, -83.98883586199997)",Yes,N,Yes,N,Does not have a Cardiac Surgery Program,Yes,N,NA,246 - PERC CARDIOVASC PROC W DRUG-ELUTING STENT W MCC OR 4+ VESSELS/STENTS,JOHN D ARCHBOLD MEMORIAL HOSPITAL,915 GORDON AVENUE & MIMOSA DRIVE,THOMASVILLE,GA,31792,FL - Tallahassee,15,"$66,151.46 ","$17,752.00 ","$16,775.20 "
1613,110038,JOHN D ARCHBOLD MEMORIAL HOSPITAL,"915 GORDON AVENUE &amp; MIMOSA DRIVE
THOMASVILLE, GA 31792
(30.827433580000047, -83.98883586199997)",Yes,N,Yes,N,Does not have a Cardiac Surgery Program,Yes,N,NA,252 - OTHER VASCULAR PROCEDURES W MCC,JOHN D ARCHBOLD MEMORIAL HOSPITAL,915 GORDON AVENUE & MIMOSA DRIVE,THOMASVILLE,GA,31792,FL - Tallahassee,21,"$67,671.33 ","$23,358.14 ","$16,615.61 "
1614,110038,JOHN D ARCHBOLD MEMORIAL HOSPITAL,"915 GORDON AVENUE &amp; MIMOSA DRIVE
THOMASVILLE, GA 31792
(30.827433580000047, -83.98883586199997)",Yes,N,Yes,N,Does not have a Cardiac Surgery Program,Yes,N,NA,418 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W CC,JOHN D ARCHBOLD MEMORIAL HOSPITAL,915 GORDON AVENUE & MIMOSA DRIVE,THOMASVILLE,GA,31792,FL - Tallahassee,11,"$36,871.72 ","$11,066.00 ","$7,715.81 "
1615,110038,JOHN D ARCHBOLD MEMORIAL HOSPITAL,"915 GORDON AVENUE &amp; MIMOSA DRIVE
THOMASVILLE, GA 31792
(30.827433580000047, -83.98883586199997)",Yes,N,Yes,N,Does not have a Cardiac Surgery Program,Yes,N,NA,253 - OTHER VASCULAR PROCEDURES W CC,JOHN D ARCHBOLD MEMORIAL HOSPITAL,915 GORDON AVENUE & MIMOSA DRIVE,THOMASVILLE,GA,31792,FL - Tallahassee,17,"$52,747.00 ","$15,082.88 ","$12,518.35 "
1624,110038,JOHN D ARCHBOLD MEMORIAL HOSPITAL,"915 GORDON AVENUE &amp; MIMOSA DRIVE
THOMASVILLE, GA 31792
(30.827433580000047, -83.98883586199997)",Yes,N,Yes,N,Does not have a Cardiac Surgery Program,Yes,N,NA,247 - PERC CARDIOVASC PROC W DRUG-ELUTING STENT W/O MCC,JOHN D ARCHBOLD MEMORIAL HOSPITAL,915 GORDON AVENUE & MIMOSA DRIVE,THOMASVILLE,GA,31792,FL - Tallahassee,46,"$52,876.47 ","$12,673.54 ","$9,596.21 "
1631,110038,JOHN D ARCHBOLD MEMORIAL HOSPITAL,"915 GORDON AVENUE &amp; MIMOSA DRIVE
THOMASVILLE, GA 31792
(30.827433580000047, -83.98883586199997)",Yes,N,Yes,N,Does not have a Cardiac Surgery Program,Yes,N,NA,249 - PERC CARDIOVASC PROC W NON-DRUG-ELUTING STENT W/O MCC,JOHN D ARCHBOLD MEMORIAL HOSPITAL,915 GORDON AVENUE & MIMOSA DRIVE,THOMASVILLE,GA,31792,FL - Tallahassee,16,"$50,160.81 ","$11,721.25 ","$8,558.75 "
1634,110038,JOHN D ARCHBOLD MEMORIAL HOSPITAL,"915 GORDON AVENUE &amp; MIMOSA DRIVE
THOMASVILLE, GA 31792
(30.827433580000047, -83.98883586199997)",Yes,N,Yes,N,Does not have a Cardiac Surgery Program,Yes,N,NA,330 - MAJOR SMALL & LARGE BOWEL PROCEDURES W CC,JOHN D ARCHBOLD MEMORIAL HOSPITAL,915 GORDON AVENUE & MIMOSA DRIVE,THOMASVILLE,GA,31792,FL - Tallahassee,22,"$49,868.90 ","$14,858.27 ","$13,886.45 "
1637,110038,JOHN D ARCHBOLD MEMORIAL HOSPITAL,"915 GORDON AVENUE &amp; MIMOSA DRIVE
THOMASVILLE, GA 31792
(30.827433580000047, -83.98883586199997)",Yes,N,Yes,N,Does not have a Cardiac Surgery Program,Yes,N,NA,254 - OTHER VASCULAR PROCEDURES W/O CC/MCC,JOHN D ARCHBOLD MEMORIAL HOSPITAL,915 GORDON AVENUE & MIMOSA DRIVE,THOMASVILLE,GA,31792,FL - Tallahassee,24,"$34,030.62 ","$9,515.75 ","$7,759.29 "
1659,110039,TRINITY HOSPITAL OF AUGUSTA,"2260 WRIGHTSBORO RD
AUGUSTA, GA 30904
(33.467672864000065, -82.01793354399996)",No,N,Yes,N,Does not have a Cardiac Surgery Program,No,N,NA,419 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W/O CC/MCC,TRINITY HOSPITAL OF AUGUSTA,2260 WRIGHTSBORO RD,AUGUSTA,GA,30904,GA - Augusta,12,"$32,249.83 ","$6,776.00 ","$5,840.66 "
1665,110039,TRINITY HOSPITAL OF AUGUSTA,"2260 WRIGHTSBORO RD
AUGUSTA, GA 30904
(33.467672864000065, -82.01793354399996)",No,N,Yes,N,Does not have a Cardiac Surgery Program,No,N,NA,247 - PERC CARDIOVASC PROC W DRUG-ELUTING STENT W/O MCC,TRINITY HOSPITAL OF AUGUSTA,2260 WRIGHTSBORO RD,AUGUSTA,GA,30904,GA - Augusta,11,"$88,186.18 ","$11,562.18 ","$10,539.00 "
1675,110039,TRINITY HOSPITAL OF AUGUSTA,"2260 WRIGHTSBORO RD
AUGUSTA, GA 30904
(33.467672864000065, -82.01793354399996)",No,N,Yes,N,Does not have a Cardiac Surgery Program,No,N,NA,330 - MAJOR SMALL & LARGE BOWEL PROCEDURES W CC,TRINITY HOSPITAL OF AUGUSTA,2260 WRIGHTSBORO RD,AUGUSTA,GA,30904,GA - Augusta,11,"$51,293.09 ","$14,486.00 ","$12,799.00 "
1739,110043,ST JOSEPH'S HOSPITAL - SAVANNAH,"11705 MERCY BOULEVARD
SAVANNAH, GA 31419
(31.985432182000068, -81.15294189099995)",Yes,Y,Yes,Y,Y,Yes,N,NA,419 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W/O CC/MCC,ST JOSEPH'S HOSPITAL - SAVANNAH,11705 MERCY BOULEVARD,SAVANNAH,GA,31419,GA - Savannah,12,"$34,226.41 ","$8,282.91 ","$4,350.50 "
